chr	start	end	TSAR
chr13	28155427	28155841	TSAR.2497
chr13	28395669	28397936	TSAR.0201
chr13	28841229	28841612	TSAR.2129
chr13	28886113	28886238	TSAR.4360
chr13	28962627	28962986	TSAR.1302
chr13	31596755	31597266	TSAR.2226
chr13	33160490	33160914	TSAR.1323
chr13	35517080	35517270	TSAR.3098
chr13	36049181	36050378	TSAR.0050
chr13	36363374	36363425	TSAR.2585
chr13	36365915	36366014	TSAR.2873
chr13	36389325	36389386	TSAR.4288
chr13	38210668	38211669	TSAR.2501
chr13	38320066	38320615	TSAR.0999
chr13	39262227	39264112	TSAR.0575
chr13	39264148	39266657	TSAR.0087
chr13	39613666	39613901	TSAR.3282
chr13	40174959	40175388	TSAR.0530
chr13	41133611	41135023	TSAR.4335
chr13	41766285	41767419	TSAR.2763
chr13	43315965	43316400	TSAR.4262
chr13	45767730	45769004	TSAR.0983
chr13	48985289	48986032	TSAR.2627
chr13	48986061	48986736	TSAR.0867
chr13	49050810	49050987	TSAR.4607
chr13	51259744	51260462	TSAR.1974
chr13	51969359	51969628	TSAR.4599
chr13	52598135	52599082	TSAR.0331
chr13	53287207	53287954	TSAR.4188
chr13	53454454	53455154	TSAR.2418
chr13	53480018	53480322	TSAR.4740
chr13	53619364	53619791	TSAR.3712
chr13	53652877	53653188	TSAR.4554
chr13	53754833	53755262	TSAR.3148
chr13	53775806	53776229	TSAR.0279
chr13	53976375	53976877	TSAR.0421
chr13	54025431	54025687	TSAR.2755
chr13	54530288	54531340	TSAR.0239
chr13	58310346	58310668	TSAR.3669
chr13	58940404	58940915	TSAR.3265
chr13	59050292	59050582	TSAR.1109
chr13	60116215	60116949	TSAR.4211
chr13	60486155	60486527	TSAR.1094
chr13	60816793	60817744	TSAR.1862
chr13	60844126	60844864	TSAR.1542
chr13	61323570	61323983	TSAR.2490
chr13	61985370	61987894	TSAR.1892
chr13	63152207	63152933	TSAR.0550
chr13	64022483	64023117	TSAR.1989
chr13	67551292	67551996	TSAR.4436
chr13	67790989	67791982	TSAR.0380
chr13	67798959	67804338	TSAR.4586
chr13	71298341	71298758	TSAR.3532
chr13	71350192	71351387	TSAR.0789
chr13	71722572	71724719	TSAR.0984
chr13	71891684	71892387	TSAR.0788
chr13	72062075	72062293	TSAR.1710
chr13	72176385	72177058	TSAR.3392
chr13	72198277	72198594	TSAR.4741
chr13	72199910	72201316	TSAR.2866
chr13	72251167	72251589	TSAR.4617
chr13	72343911	72344343	TSAR.2903
chr13	72439964	72440411	TSAR.1594
chr13	72518661	72519279	TSAR.0465
chr13	72534134	72534444	TSAR.1533
chr13	72710306	72710677	TSAR.3372
chr13	73139863	73140260	TSAR.4053
chr13	73947475	73947898	TSAR.3306
chr13	74276278	74277072	TSAR.0723
chr13	74518295	74518535	TSAR.0941
chr13	74706287	74707389	TSAR.2916
chr13	77529428	77529679	TSAR.1361
chr13	77531116	77532105	TSAR.1673
chr13	77580811	77581940	TSAR.0290
chr13	77900939	77901053	TSAR.1836
chr13	79189570	79191282	TSAR.3782
chr13	79254130	79255123	TSAR.3467
chr13	80373697	80374205	TSAR.2989
chr13	80614383	80615190	TSAR.1661
chr13	94600183	94600452	TSAR.2803
chr13	97445612	97445910	TSAR.3205
chr13	98044851	98045898	TSAR.4208
chr13	99907130	99908181	TSAR.4634
chr13	100299737	100300015	TSAR.1888
chr13	100317953	100318190	TSAR.2119
chr13	100617299	100617607	TSAR.3244
chr13	100617631	100618135	TSAR.1408
chr13	101463185	101464142	TSAR.0873
chr13	101720267	101721181	TSAR.2240
chr13	101768686	101769162	TSAR.4646
chr13	103547596	103548027	TSAR.4237
chr13	107050516	107051007	TSAR.4483
chr13	108860869	108863675	TSAR.0065
chr13	110801280	110801568	TSAR.3433
chr13	112611607	112612008	TSAR.2331
chr14	21826469	21826599	TSAR.3947
chr14	21827617	21827770	TSAR.1708
chr14	21828988	21829136	TSAR.1747
chr14	21829222	21829374	TSAR.0374
chr14	21830949	21831120	TSAR.1682
chr14	21831184	21831310	TSAR.2964
chr14	21840027	21840211	TSAR.2271
chr14	21898912	21900056	TSAR.0780
chr14	21967437	21967532	TSAR.3983
chr14	23744895	23746415	TSAR.0547
chr14	23944760	23944858	TSAR.2303
chr14	24567246	24567617	TSAR.1589
chr14	24616884	24617112	TSAR.0890
chr14	24679550	24679694	TSAR.1270
chr14	24683694	24683807	TSAR.4701
chr14	24707442	24707616	TSAR.3034
chr14	24707792	24708018	TSAR.1238
chr14	25992249	25992667	TSAR.0745
chr14	26103104	26103876	TSAR.0373
chr14	26359672	26360326	TSAR.1906
chr14	27281687	27282269	TSAR.1008
chr14	28163783	28164219	TSAR.0255
chr14	28809953	28810375	TSAR.1377
chr14	29561532	29562303	TSAR.1435
chr14	29928171	29929856	TSAR.3220
chr14	29996546	29997116	TSAR.2618
chr14	30066692	30066968	TSAR.3549
chr14	31144144	31144284	TSAR.2983
chr14	31596959	31597235	TSAR.4547
chr14	31642359	31642648	TSAR.3009
chr14	32466977	32467487	TSAR.4556
chr14	32799950	32800319	TSAR.2116
chr14	33202722	33203088	TSAR.1988
chr14	33404983	33405881	TSAR.3853
chr14	33488271	33489161	TSAR.4438
chr14	33511978	33512893	TSAR.4016
chr14	33625164	33625730	TSAR.4245
chr14	33676498	33678473	TSAR.3854
chr14	33946839	33947902	TSAR.0963
chr14	34098993	34101011	TSAR.2164
chr14	34129672	34131260	TSAR.3876
chr14	34152658	34153127	TSAR.1869
chr14	34249697	34250943	TSAR.4682
chr14	34252063	34252424	TSAR.4209
chr14	34458848	34459216	TSAR.1528
chr14	34550959	34551531	TSAR.0702
chr14	34641333	34641983	TSAR.1678
chr14	34682598	34683139	TSAR.0799
chr14	35592428	35592501	TSAR.1360
chr14	35592906	35593450	TSAR.2855
chr14	36010658	36011352	TSAR.1035
chr14	36018213	36018477	TSAR.4565
chr14	36478902	36479574	TSAR.3120
chr14	36580987	36581467	TSAR.2292
chr14	37851865	37852124	TSAR.2840
chr14	37873405	37874537	TSAR.0923
chr14	38016106	38016839	TSAR.3975
chr14	39501898	39502541	TSAR.0876
chr14	39650389	39650628	TSAR.1218
chr14	39651666	39652260	TSAR.3414
chr14	39867698	39869028	TSAR.3223
chr14	45374558	45375241	TSAR.2952
chr14	45667837	45668198	TSAR.1154
chr14	50074051	50074844	TSAR.4109
chr14	50080963	50081215	TSAR.1001
chr14	50087924	50090063	TSAR.0066
chr14	50099993	50100306	TSAR.3006
chr14	50262500	50262669	TSAR.2058
chr14	50272711	50272917	TSAR.4122
chr14	50295762	50295998	TSAR.1032
chr14	50312844	50313032	TSAR.1857
chr14	50789222	50789486	TSAR.1925
chr14	50790659	50790845	TSAR.3077
chr14	50885492	50886987	TSAR.2157
chr14	50901099	50901301	TSAR.2016
chr14	50923083	50923334	TSAR.3245
chr14	51094689	51095186	TSAR.0351
chr14	51098849	51099793	TSAR.1256
chr14	51101661	51102235	TSAR.0879
chr14	51107461	51107633	TSAR.0640
chr14	51111452	51111734	TSAR.0779
chr14	51375529	51375679	TSAR.2814
chr14	51376604	51376826	TSAR.3368
chr14	51446098	51446283	TSAR.2831
chr14	51464364	51464916	TSAR.1797
chr14	52171359	52171668	TSAR.1760
chr14	52174683	52174954	TSAR.1951
chr14	52194451	52195005	TSAR.2063
chr14	52471053	52471399	TSAR.0160
chr14	52472450	52472583	TSAR.3572
chr14	52496259	52496386	TSAR.4235
chr14	52507358	52507571	TSAR.1619
chr14	52508817	52509076	TSAR.3335
chr14	53019944	53020329	TSAR.4249
chr14	53100244	53100675	TSAR.0203
chr14	53101606	53101962	TSAR.4561
chr14	53251205	53251393	TSAR.2890
chr14	53331115	53331349	TSAR.1759
chr14	53348308	53348549	TSAR.3698
chr14	53385833	53386077	TSAR.2502
chr14	53513337	53513684	TSAR.1231
chr14	53525135	53525376	TSAR.3608
chr14	53529656	53530022	TSAR.0250
chr14	54038257	54039305	TSAR.4475
chr14	54878178	54878438	TSAR.0422
chr14	54886681	54886806	TSAR.2731
chr14	54893563	54894575	TSAR.4770
chr14	55168736	55169304	TSAR.0344
chr14	55429717	55429894	TSAR.4581
chr14	55433176	55433326	TSAR.4239
chr14	55509631	55511077	TSAR.0081
chr14	55818717	55819237	TSAR.0623
chr14	55848669	55848911	TSAR.2981
chr14	55852565	55852839	TSAR.0542
chr14	55890842	55891023	TSAR.1691
chr14	56078730	56078915	TSAR.1191
chr14	56078966	56079322	TSAR.0194
chr14	56103888	56104087	TSAR.1992
chr14	56138500	56138600	TSAR.3504
chr14	56972150	56972475	TSAR.4055
chr14	57052058	57052676	TSAR.1688
chr14	57052739	57053114	TSAR.1891
chr14	57056485	57058051	TSAR.1967
chr14	57092082	57092633	TSAR.0827
chr14	57099694	57099894	TSAR.1320
chr14	57226400	57226726	TSAR.4386
chr14	57267366	57269100	TSAR.0375
chr14	57419474	57421188	TSAR.1470
chr14	57629980	57630766	TSAR.1894
chr14	57655520	57656391	TSAR.3191
chr14	57698212	57698477	TSAR.2107
chr14	57740907	57741663	TSAR.0044
chr14	57749642	57749960	TSAR.3410
chr14	58030651	58031117	TSAR.1241
chr14	58055914	58056263	TSAR.3469
chr14	58605906	58606226	TSAR.4742
chr14	58681899	58682006	TSAR.3150
chr14	58698781	58699039	TSAR.1176
chr14	58830884	58832023	TSAR.2936
chr14	58954598	58954831	TSAR.2480
chr14	59028534	59029453	TSAR.2935
chr14	59100941	59101622	TSAR.4464
chr14	59730155	59730384	TSAR.1611
chr14	59789600	59789950	TSAR.2588
chr14	59797131	59797412	TSAR.0675
chr14	59821857	59822060	TSAR.1160
chr14	59826098	59826230	TSAR.2044
chr14	59834144	59834323	TSAR.1330
chr14	59835364	59835692	TSAR.0754
chr14	59961733	59961952	TSAR.0513
chr14	59970531	59970841	TSAR.0869
chr14	60174643	60175204	TSAR.2717
chr14	60212758	60213220	TSAR.0569
chr14	60519750	60519935	TSAR.2557
chr14	60574303	60575052	TSAR.0592
chr14	60600685	60601077	TSAR.0128
chr14	60749350	60750270	TSAR.2193
chr14	61125469	61126540	TSAR.4771
chr14	61176229	61177715	TSAR.0082
chr14	61178925	61179626	TSAR.4155
chr14	61180122	61181003	TSAR.3485
chr14	61186393	61187258	TSAR.3104
chr14	61262925	61263093	TSAR.3872
chr14	61278695	61278848	TSAR.1961
chr14	61442165	61442856	TSAR.0032
chr14	61510067	61510410	TSAR.2262
chr14	62016336	62016556	TSAR.4498
chr14	62473059	62473875	TSAR.0262
chr14	62567108	62567425	TSAR.3115
chr14	62594738	62595318	TSAR.0524
chr14	62600508	62600936	TSAR.1860
chr14	63511734	63511935	TSAR.3924
chr14	63784354	63784569	TSAR.4174
chr14	64065765	64066693	TSAR.0156
chr14	64608056	64608810	TSAR.1555
chr14	64652999	64653480	TSAR.2626
chr14	64953631	64954835	TSAR.0411
chr14	64988150	64990736	TSAR.1789
chr14	65390700	65390857	TSAR.3432
chr14	66190832	66191057	TSAR.2304
chr14	66199935	66200126	TSAR.3070
chr14	67308949	67310514	TSAR.1490
chr14	67389356	67389729	TSAR.4364
chr14	67576793	67576994	TSAR.3610
chr14	67666059	67666931	TSAR.0655
chr14	67800448	67800859	TSAR.3915
chr14	67819618	67819760	TSAR.3686
chr14	68059344	68059477	TSAR.3919
chr14	68159644	68159771	TSAR.1226
chr14	68264723	68265343	TSAR.3086
chr14	68658450	68659084	TSAR.1030
chr14	68830988	68831683	TSAR.3763
chr14	68989221	68989720	TSAR.3998
chr14	69136516	69137051	TSAR.1801
chr14	69701350	69701496	TSAR.1781
chr14	70234862	70235005	TSAR.1895
chr14	70469391	70469553	TSAR.3685
chr14	70633346	70635467	TSAR.0283
chr14	73203993	73204589	TSAR.3021
chr14	73422212	73422407	TSAR.4146
chr14	73464511	73465026	TSAR.2770
chr14	73490728	73491702	TSAR.0728
chr14	73586944	73587300	TSAR.1197
chr14	73958140	73959639	TSAR.1617
chr14	74226328	74226942	TSAR.3785
chr14	74340711	74340921	TSAR.2806
chr14	74514592	74514790	TSAR.2267
chr14	74527213	74527527	TSAR.1604
chr14	74533397	74533640	TSAR.4282
chr14	74621091	74623004	TSAR.0289
chr14	75128734	75129125	TSAR.3144
chr14	75142831	75143027	TSAR.4419
chr14	75263998	75266601	TSAR.0287
chr14	75290335	75291077	TSAR.4027
chr14	75295656	75296058	TSAR.4043
chr14	75357756	75358002	TSAR.2437
chr14	75363337	75364179	TSAR.1343
chr14	75497663	75497885	TSAR.3390
chr14	75513701	75514599	TSAR.0216
chr14	75515053	75516460	TSAR.0192
chr14	75743591	75743805	TSAR.4444
chr14	76045540	76045993	TSAR.2456
chr14	76187244	76187480	TSAR.1465
chr14	76230966	76231143	TSAR.2034
chr14	76232307	76232713	TSAR.3556
chr14	76238057	76238211	TSAR.1250
chr14	76243083	76243196	TSAR.3957
chr14	76286282	76286516	TSAR.1847
chr14	76349014	76349251	TSAR.0363
chr14	77255210	77255736	TSAR.2726
chr14	77275390	77276014	TSAR.4406
chr14	77504718	77504855	TSAR.3107
chr14	77697918	77698088	TSAR.0267
chr14	77705708	77705840	TSAR.0885
chr14	77705942	77706072	TSAR.0493
chr14	77709234	77709478	TSAR.1232
chr14	77710683	77710809	TSAR.3248
chr14	77712271	77712593	TSAR.1429
chr14	77714683	77714860	TSAR.1060
chr14	77715084	77715221	TSAR.2902
chr14	77715626	77715810	TSAR.0231
chr14	77765026	77765138	TSAR.4517
chr14	78140150	78140603	TSAR.2921
chr14	78349584	78349963	TSAR.2702
chr14	78637716	78638201	TSAR.4015
chr14	78639142	78639931	TSAR.3877
chr14	79042167	79042563	TSAR.2690
chr14	79312326	79312996	TSAR.4496
chr14	79528182	79528863	TSAR.2167
chr14	79799628	79799964	TSAR.0674
chr14	80258559	80259022	TSAR.1028
chr14	81250745	81251892	TSAR.0591
chr14	81609268	81610698	TSAR.0571
chr14	81642823	81644674	TSAR.4152
chr14	82519252	82519491	TSAR.3206
chr14	85321054	85321578	TSAR.2170
chr14	87791821	87792447	TSAR.0348
chr14	88225376	88225542	TSAR.4253
chr14	88442696	88442829	TSAR.3799
chr14	88650652	88651419	TSAR.4038
chr14	89319081	89319405	TSAR.1105
chr14	92150211	92150273	TSAR.4571
chr14	92320068	92320390	TSAR.2093
chr14	92367711	92368067	TSAR.2772
chr14	93938536	93940746	TSAR.3739
chr14	94100773	94101046	TSAR.3217
chr14	94155008	94155191	TSAR.3213
chr14	94392583	94393079	TSAR.0233
chr14	94393413	94393813	TSAR.1777
chr14	94528431	94528527	TSAR.4172
chr14	94754619	94754929	TSAR.4478
chr14	94909410	94909594	TSAR.4526
chr14	95080989	95081143	TSAR.3570
chr14	95147086	95147384	TSAR.2447
chr14	95347284	95347572	TSAR.2561
chr14	95478000	95478391	TSAR.2961
chr14	95537699	95538039	TSAR.2574
chr14	95837501	95838043	TSAR.3708
chr14	97513127	97513921	TSAR.1740
chr14	97888108	97888657	TSAR.3751
chr14	98329224	98329737	TSAR.3355
chr14	98504117	98504587	TSAR.2915
chr14	98678785	98679272	TSAR.4790
chr14	98681590	98682310	TSAR.0967
chr14	98909169	98909492	TSAR.2112
chr14	99095491	99095753	TSAR.2758
chr14	99101307	99101745	TSAR.2886
chr14	99105554	99105986	TSAR.4161
chr14	99276170	99276780	TSAR.1497
chr14	99285114	99285477	TSAR.2546
chr14	99405922	99406740	TSAR.4734
chr14	99692847	99693524	TSAR.4054
chr14	99723802	99724230	TSAR.2990
chr14	100485706	100486746	TSAR.0084
chr14	100602235	100602314	TSAR.3728
chr14	100610165	100610403	TSAR.2796
chr14	100742057	100742471	TSAR.3931
chr14	101200433	101201381	TSAR.0650
chr14	103180733	103180956	TSAR.3258
chr14	103193154	103193395	TSAR.3916
chr14	104026159	104027543	TSAR.0244
chr14	104037948	104038162	TSAR.2947
chr14	104492378	104492478	TSAR.4284
chr14	104665961	104666399	TSAR.2126
chr14	105397075	105397284	TSAR.3731
chr15	30010466	30011352	TSAR.2589
chr15	35162949	35163129	TSAR.3199
chr15	35178721	35178865	TSAR.3329
chr15	35897760	35898650	TSAR.1031
chr15	36966188	36967968	TSAR.3747
chr15	37226011	37227345	TSAR.0190
chr15	37384665	37384896	TSAR.3621
chr15	37388130	37388821	TSAR.0109
chr15	37424504	37425260	TSAR.0393
chr15	37651268	37652437	TSAR.3807
chr15	37669319	37670194	TSAR.0831
chr15	37686897	37687363	TSAR.1139
chr15	38643208	38645195	TSAR.0185
chr15	41191335	41193217	TSAR.0174
chr15	41688677	41689179	TSAR.3920
chr15	41768279	41768727	TSAR.1169
chr15	41988270	41989229	TSAR.2850
chr15	42028363	42028929	TSAR.0833
chr15	42052497	42052738	TSAR.1009
chr15	42115752	42116494	TSAR.2705
chr15	42651636	42651797	TSAR.2166
chr15	42749253	42750048	TSAR.2383
chr15	43044167	43045451	TSAR.3286
chr15	43748214	43749427	TSAR.4081
chr15	44158279	44158601	TSAR.2646
chr15	44694918	44695343	TSAR.3038
chr15	44876049	44876411	TSAR.2070
chr15	44888273	44888413	TSAR.1638
chr15	44943683	44943946	TSAR.2369
chr15	45393996	45394268	TSAR.1803
chr15	48051932	48052110	TSAR.3709
chr15	48431019	48431380	TSAR.2659
chr15	48434039	48434567	TSAR.3312
chr15	49304833	49305140	TSAR.2649
chr15	49420888	49421010	TSAR.4085
chr15	49917324	49917663	TSAR.3099
chr15	50152264	50152698	TSAR.0213
chr15	50474614	50475108	TSAR.4783
chr15	50788034	50788283	TSAR.0366
chr15	50835780	50836001	TSAR.2978
chr15	50904731	50905038	TSAR.1738
chr15	51040878	51041090	TSAR.3882
chr15	51285488	51285832	TSAR.2024
chr15	51289462	51290085	TSAR.0288
chr15	51294697	51294964	TSAR.4384
chr15	51350049	51350643	TSAR.0614
chr15	51502999	51503301	TSAR.2996
chr15	51504499	51504802	TSAR.0649
chr15	51696467	51696935	TSAR.0102
chr15	51766523	51766805	TSAR.0455
chr15	51772084	51772338	TSAR.2991
chr15	51772672	51773239	TSAR.0385
chr15	51773526	51773838	TSAR.4538
chr15	51778247	51778586	TSAR.0883
chr15	51780147	51780318	TSAR.2199
chr15	51790744	51792304	TSAR.0024
chr15	51794995	51795230	TSAR.3458
chr15	51799229	51799478	TSAR.3705
chr15	51828343	51829072	TSAR.1115
chr15	51839420	51839676	TSAR.2957
chr15	51856315	51856486	TSAR.2707
chr15	51975370	51975639	TSAR.2552
chr15	51984311	51984537	TSAR.4567
chr15	52257941	52258706	TSAR.0327
chr15	52662359	52662618	TSAR.4095
chr15	52688456	52688609	TSAR.2115
chr15	52900707	52902325	TSAR.0690
chr15	53048653	53049689	TSAR.1667
chr15	53215398	53215864	TSAR.3838
chr15	53216446	53216752	TSAR.4141
chr15	53297578	53297971	TSAR.3201
chr15	53372483	53373038	TSAR.3403
chr15	53482291	53482743	TSAR.3963
chr15	53670306	53670800	TSAR.1179
chr15	53700620	53701120	TSAR.2121
chr15	54305090	54308115	TSAR.0085
chr15	54859982	54860158	TSAR.3704
chr15	54918993	54919577	TSAR.3577
chr15	55646993	55647195	TSAR.3366
chr15	55652134	55652734	TSAR.3204
chr15	55838225	55839371	TSAR.0610
chr15	56207450	56208588	TSAR.4110
chr15	56384840	56387030	TSAR.0215
chr15	56387058	56388828	TSAR.3143
chr15	56704497	56704657	TSAR.3251
chr15	57210645	57211129	TSAR.1357
chr15	57524470	57524751	TSAR.1300
chr15	57543492	57543626	TSAR.3944
chr15	57565220	57565475	TSAR.0617
chr15	57820841	57821015	TSAR.3663
chr15	57838270	57838442	TSAR.4668
chr15	58471312	58471553	TSAR.4421
chr15	58902435	58902740	TSAR.0428
chr15	58925384	58925593	TSAR.1832
chr15	58932971	58933176	TSAR.1950
chr15	59102415	59102612	TSAR.0933
chr15	59123884	59124268	TSAR.0515
chr15	59139458	59139681	TSAR.0803
chr15	59143923	59144182	TSAR.1365
chr15	59189267	59189463	TSAR.3679
chr15	59191444	59192966	TSAR.1298
chr15	59224361	59224796	TSAR.1653
chr15	59322992	59323907	TSAR.0466
chr15	59347852	59348065	TSAR.0236
chr15	59350491	59350755	TSAR.3760
chr15	59358900	59359296	TSAR.1535
chr15	59368117	59368436	TSAR.4503
chr15	59373123	59373489	TSAR.2453
chr15	59430391	59430577	TSAR.0528
chr15	59519652	59519915	TSAR.1434
chr15	59813420	59813579	TSAR.4566
chr15	59910474	59911756	TSAR.0158
chr15	60033284	60034173	TSAR.0526
chr15	60110025	60111337	TSAR.1479
chr15	60817579	60817890	TSAR.4228
chr15	61864624	61865251	TSAR.3415
chr15	62046670	62047775	TSAR.2907
chr15	62199459	62199599	TSAR.4069
chr15	63112646	63112817	TSAR.2259
chr15	63955003	63955461	TSAR.2559
chr15	64066885	64067850	TSAR.0775
chr15	64462978	64464373	TSAR.1171
chr15	64791157	64792702	TSAR.2953
chr15	64914942	64915300	TSAR.2779
chr15	64965989	64968465	TSAR.1036
chr15	64980045	64981040	TSAR.4528
chr15	65319140	65319400	TSAR.1397
chr15	65412021	65412102	TSAR.3326
chr15	65447116	65447431	TSAR.0317
chr15	65450901	65451092	TSAR.1363
chr15	65488907	65491451	TSAR.0113
chr15	65495595	65495827	TSAR.3526
chr15	65553216	65553376	TSAR.2943
chr15	65558873	65559165	TSAR.4516
chr15	65604679	65605046	TSAR.2625
chr15	65621717	65621963	TSAR.2712
chr15	65622881	65623105	TSAR.0473
chr15	65623744	65624022	TSAR.0749
chr15	65624652	65624821	TSAR.1518
chr15	65667427	65667743	TSAR.0389
chr15	65673759	65674416	TSAR.0602
chr15	65684447	65684723	TSAR.4580
chr15	65703490	65703712	TSAR.0880
chr15	65744291	65744599	TSAR.4601
chr15	65746570	65746781	TSAR.1587
chr15	65759276	65759578	TSAR.2580
chr15	65771210	65771406	TSAR.3793
chr15	65792936	65793120	TSAR.0715
chr15	65804626	65804936	TSAR.0714
chr15	65863872	65863999	TSAR.2547
chr15	65892078	65892272	TSAR.3867
chr15	65946159	65946433	TSAR.0350
chr15	65959779	65960060	TSAR.1080
chr15	65962346	65962546	TSAR.1943
chr15	65982747	65983381	TSAR.0105
chr15	65983396	65983902	TSAR.4743
chr15	65998259	65998607	TSAR.1707
chr15	66169653	66169932	TSAR.2733
chr15	66170084	66170302	TSAR.0062
chr15	66180035	66180770	TSAR.1161
chr15	66618157	66618722	TSAR.1150
chr15	66625325	66625669	TSAR.0997
chr15	67017388	67017658	TSAR.2884
chr15	67065780	67066043	TSAR.3616
chr15	67482741	67483170	TSAR.1656
chr15	68084556	68085222	TSAR.2443
chr15	68378442	68379113	TSAR.2310
chr15	68581941	68584157	TSAR.0056
chr15	69011735	69012071	TSAR.4397
chr15	69548071	69548788	TSAR.0079
chr15	69553397	69553712	TSAR.0922
chr15	69560466	69561597	TSAR.0051
chr15	69677007	69677232	TSAR.1768
chr15	69695892	69696180	TSAR.3259
chr15	69715481	69715683	TSAR.1407
chr15	69886849	69887016	TSAR.3821
chr15	69956918	69957278	TSAR.0292
chr15	70725310	70725910	TSAR.1427
chr15	70960416	70961804	TSAR.2047
chr15	72338048	72338992	TSAR.0152
chr15	72494768	72495023	TSAR.3094
chr15	72875532	72876540	TSAR.4051
chr15	72876783	72877652	TSAR.2594
chr15	74467232	74468377	TSAR.0928
chr15	75335969	75336087	TSAR.0739
chr15	75760602	75761347	TSAR.1118
chr15	80364700	80365223	TSAR.3361
chr15	82444068	82444791	TSAR.1978
chr15	83328311	83328526	TSAR.0961
chr15	83687453	83687640	TSAR.2439
chr15	84689258	84689753	TSAR.1424
chr15	88521408	88522697	TSAR.0205
chr15	88678324	88678639	TSAR.2708
chr15	88799598	88799821	TSAR.1463
chr15	89073850	89074974	TSAR.0516
chr15	89738430	89739033	TSAR.3767
chr15	90784579	90785282	TSAR.1578
chr15	90903246	90904520	TSAR.0006
chr15	91020888	91021126	TSAR.3754
chr15	91424835	91425417	TSAR.1848
chr15	91479243	91479698	TSAR.1648
chr16	3194477	3194634	TSAR.4620
chr16	6843853	6844132	TSAR.1849
chr16	11348284	11348557	TSAR.2086
chr16	16896017	16896665	TSAR.3666
chr16	16970763	16971123	TSAR.1482
chr16	17917507	17917812	TSAR.3913
chr16	19032944	19033124	TSAR.1419
chr16	19125784	19127394	TSAR.3625
chr16	19514790	19514986	TSAR.4206
chr16	22692899	22693344	TSAR.2180
chr16	24582183	24583541	TSAR.2428
chr16	30734880	30736026	TSAR.1052
chr16	30767680	30767846	TSAR.2738
chr16	50437091	50437619	TSAR.0802
chr16	50497098	50497558	TSAR.0323
chr16	50601609	50602015	TSAR.1464
chr16	50679797	50680383	TSAR.1104
chr16	50982256	50982798	TSAR.1012
chr16	51179467	51179754	TSAR.3376
chr16	51248764	51249291	TSAR.1499
chr16	51278633	51279596	TSAR.3400
chr16	51362347	51362414	TSAR.4481
chr16	51410872	51411672	TSAR.3301
chr16	51474029	51474500	TSAR.0637
chr16	51601944	51602448	TSAR.4531
chr16	51626059	51626426	TSAR.3837
chr16	51730287	51730597	TSAR.3216
chr16	51791300	51792267	TSAR.3423
chr16	51831421	51831846	TSAR.4692
chr16	51839426	51840118	TSAR.4212
chr16	51888212	51888563	TSAR.1838
chr16	52035954	52036257	TSAR.0683
chr16	52110777	52111475	TSAR.1248
chr16	52126035	52126675	TSAR.2130
chr16	52207782	52208029	TSAR.2728
chr16	52295340	52296006	TSAR.0726
chr16	52417042	52417464	TSAR.1606
chr16	52502243	52502516	TSAR.1630
chr16	52529926	52530776	TSAR.3035
chr16	52557606	52558389	TSAR.4557
chr16	52612998	52613712	TSAR.0990
chr16	52741894	52742668	TSAR.3742
chr16	52792065	52793487	TSAR.1050
chr16	52907929	52908500	TSAR.4225
chr16	53189819	53191478	TSAR.1881
chr16	53503769	53504176	TSAR.3308
chr16	53514475	53514691	TSAR.2587
chr16	53967860	53968026	TSAR.2560
chr16	54145646	54145828	TSAR.3780
chr16	54408709	54409393	TSAR.2868
chr16	54465980	54466669	TSAR.0579
chr16	54516782	54517520	TSAR.1004
chr16	54721172	54721750	TSAR.1783
chr16	54776444	54777181	TSAR.1285
chr16	54784865	54785480	TSAR.2045
chr16	54808763	54809158	TSAR.1059
chr16	54840723	54841222	TSAR.1562
chr16	54848191	54848332	TSAR.4061
chr16	55015657	55015887	TSAR.1652
chr16	55020476	55020999	TSAR.0178
chr16	55033362	55033695	TSAR.2434
chr16	55067437	55067881	TSAR.2403
chr16	55069987	55070637	TSAR.1858
chr16	55079689	55080163	TSAR.2273
chr16	55179304	55179724	TSAR.3429
chr16	55256281	55257089	TSAR.3073
chr16	55317823	55318484	TSAR.2466
chr16	55405114	55405683	TSAR.4113
chr16	55418175	55419065	TSAR.2653
chr16	55485441	55485754	TSAR.4522
chr16	55584845	55585039	TSAR.2208
chr16	55600454	55601416	TSAR.2845
chr16	55608506	55608961	TSAR.1221
chr16	55674850	55675435	TSAR.2161
chr16	56225721	56226637	TSAR.3424
chr16	56423081	56423375	TSAR.2875
chr16	56481677	56481935	TSAR.2948
chr16	56781819	56782348	TSAR.1647
chr16	57506877	57507208	TSAR.3996
chr16	58230629	58230801	TSAR.1809
chr16	58969608	58969889	TSAR.4443
chr16	60376906	60377414	TSAR.2066
chr16	61429179	61429604	TSAR.2565
chr16	61760925	61761208	TSAR.2852
chr16	62075488	62075858	TSAR.1023
chr16	62414472	62415108	TSAR.3083
chr16	64396307	64396715	TSAR.3719
chr16	65488193	65488406	TSAR.3439
chr16	66424254	66424495	TSAR.2764
chr16	66857425	66857539	TSAR.2598
chr16	66918350	66919842	TSAR.0325
chr16	66945795	66946077	TSAR.0921
chr16	66949095	66949285	TSAR.3495
chr16	67173883	67174029	TSAR.3426
chr16	67183178	67183850	TSAR.0661
chr16	67197228	67197711	TSAR.0198
chr16	67323461	67323607	TSAR.3938
chr16	67354486	67354812	TSAR.1284
